Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2015Q4,0.0593748,3321.954
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2015Q4,0.0138150,802.995
Industry groups,Other services,SG01RSC04B01RS2,2015Q4,0.0184491,972.116
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q4,0.0843156,4273.827
Industry groups,Agriculture,SG01RSC04B01AA1,2016Q1,0.0301122,2403.456
Industry groups,Forestry and logging,SG01RSC04B01AA2,2016Q1,0.0061074,356.651
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2016Q1,0.0084825,491.750
Industry groups,Mining,SG01RSC04B01BB1,2016Q1,0.0093205,774.817
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2016Q1,0.0438033,1848.367
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2016Q1,0.0026253,165.597
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2016Q1,0.0082590,521.379
Industry groups,Printing,SG01RSC04B01CC4,2016Q1,0.0025663,148.479
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2016Q1,0.0207191,940.943
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2016Q1,0.0043643,276.126
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2016Q1,0.0107898,649.192
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2016Q1,0.0170427,1016.595
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2016Q1,0.0026280,156.589
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2016Q1,0.0300461,1703.189
Industry groups,Construction,SG01RSC04B01EE1,2016Q1,0.0593991,3496.401
Industry groups,Wholesale trade,SG01RSC04B01FF1,2016Q1,0.0503361,2884.563
Industry groups,Retail trade,SG01RSC04B01GH1,2016Q1,0.0433946,2707.874
Industry groups,Accommodation services,SG01RSC04B01GH2,2016Q1,0.0207691,1212.324
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2016Q1,0.0486766,2607.484
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2016Q1,0.0265170,2172.998
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2016Q1,0.0546687,3212.781
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2016Q1,0.0701668,4025.458
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2016Q1,0.0708937,3939.124
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2016Q1,0.0780448,4663.772
Industry groups,Administrative and support services,SG01RSC04B01MN2,2016Q1,0.0191413,1188.528
Industry groups,Local Government administration,SG01RSC04B01OO1,2016Q1,0.0047109,295.843
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2016Q1,0.0357035,2174.597
Industry groups,Education and training,SG01RSC04B01PP1,2016Q1,0.0447568,2343.883
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2016Q1,0.0593748,3393.781
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2016Q1,0.0138150,781.763
Industry groups,Other services,SG01RSC04B01RS2,2016Q1,0.0184491,979.426
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q1,0.0843156,4309.136
Industry groups,Agriculture,SG01RSC04B01AA1,2016Q2,0.0409364,2435.936
Industry groups,Forestry and logging,SG01RSC04B01AA2,2016Q2,0.0062631,349.441
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2016Q2,0.0083013,493.078
Industry groups,Mining,SG01RSC04B01BB1,2016Q2,0.0091599,764.529
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2016Q2,0.0335851,1771.996
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2016Q2,0.0026918,150.402
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2016Q2,0.0079830,529.396
Industry groups,Printing,SG01RSC04B01CC4,2016Q2,0.0026391,156.588
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2016Q2,0.0189529,923.558
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2016Q2,0.0041972,290.017
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2016Q2,0.0110468,658.819
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2016Q2,0.0169412,1028.389
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2016Q2,0.0028686,172.410
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2016Q2,0.0290482,1686.923
Industry groups,Construction,SG01RSC04B01EE1,2016Q2,0.0617755,3553.660
Industry groups,Wholesale trade,SG01RSC04B01FF1,2016Q2,0.0473302,2911.684
Industry groups,Retail trade,SG01RSC04B01GH1,2016Q2,0.0453058,2753.717
Industry groups,Accommodation services,SG01RSC04B01GH2,2016Q2,0.0222715,1218.024
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2016Q2,0.0451909,2580.382
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2016Q2,0.0248240,2134.063
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2016Q2,0.0533884,3233.041
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2016Q2,0.0725638,4058.320
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2016Q2,0.0711120,4008.864
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2016Q2,0.0802644,4758.589
Industry groups,Administrative and support services,SG01RSC04B01MN2,2016Q2,0.0196427,1184.339
Industry groups,Local Government administration,SG01RSC04B01OO1,2016Q2,0.0048538,297.642
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2016Q2,0.0353222,2159.856
Industry groups,Education and training,SG01RSC04B01PP1,2016Q2,0.0439522,2349.365
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2016Q2,0.0586126,3455.727
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2016Q2,0.0132966,775.027
Industry groups,Other services,SG01RSC04B01RS2,2016Q2,0.0188046,992.408
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q2,0.0868742,4406.457
Industry groups,Agriculture,SG01RSC04B01AA1,2016Q3,0.0409364,2332.406
Industry groups,Forestry and logging,SG01RSC04B01AA2,2016Q3,0.0062631,372.026
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2016Q3,0.0083013,502.717
Industry groups,Mining,SG01RSC04B01BB1,2016Q3,0.0091599,767.567
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2016Q3,0.0335851,1864.936
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2016Q3,0.0026918,146.514
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2016Q3,0.0079830,526.484
Industry groups,Printing,SG01RSC04B01CC4,2016Q3,0.0026391,151.238
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2016Q3,0.0189529,1010.427
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2016Q3,0.0041972,278.576
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2016Q3,0.0110468,654.703
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2016Q3,0.0169412,1052.991
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2016Q3,0.0028686,176.091
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2016Q3,0.0290482,1694.855
Industry groups,Construction,SG01RSC04B01EE1,2016Q3,0.0617755,3557.887
Industry groups,Wholesale trade,SG01RSC04B01FF1,2016Q3,0.0473302,2948.048
Industry groups,Retail trade,SG01RSC04B01GH1,2016Q3,0.0453058,2775.358
Industry groups,Accommodation services,SG01RSC04B01GH2,2016Q3,0.0222715,1253.289
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2016Q3,0.0451909,2666.715
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2016Q3,0.0248240,2085.335
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2016Q3,0.0533884,3258.068
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2016Q3,0.0725638,4074.177
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2016Q3,0.0711120,4085.509
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2016Q3,0.0802644,4826.328
Industry groups,Administrative and support services,SG01RSC04B01MN2,2016Q3,0.0196427,1202.168
Industry groups,Local Government administration,SG01RSC04B01OO1,2016Q3,0.0048538,303.071
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2016Q3,0.0353222,2184.360
Industry groups,Education and training,SG01RSC04B01PP1,2016Q3,0.0439522,2353.798
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2016Q3,0.0586126,3463.015
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2016Q3,0.0132966,760.378
Industry groups,Other services,SG01RSC04B01RS2,2016Q3,0.0188046,1013.781
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q3,0.0868742,4447.082
Industry groups,Agriculture,SG01RSC04B01AA1,2016Q4,0.0409364,2332.464
Industry groups,Forestry and logging,SG01RSC04B01AA2,2016Q4,0.0062631,349.172
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2016Q4,0.0083013,494.778
Industry groups,Mining,SG01RSC04B01BB1,2016Q4,0.0091599,748.360
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2016Q4,0.0335851,1875.867
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2016Q4,0.0026918,144.249
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2016Q4,0.0079830,516.903
Industry groups,Printing,SG01RSC04B01CC4,2016Q4,0.0026391,156.751
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2016Q4,0.0189529,1008.786
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2016Q4,0.0041972,274.068
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2016Q4,0.0110468,677.928
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2016Q4,0.0169412,1045.991
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2016Q4,0.0028686,182.030
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2016Q4,0.0290482,1675.273
Industry groups,Construction,SG01RSC04B01EE1,2016Q4,0.0617755,3613.224
Industry groups,Wholesale trade,SG01RSC04B01FF1,2016Q4,0.0473302,2947.701
Industry groups,Retail trade,SG01RSC04B01GH1,2016Q4,0.0453058,2796.142
Industry groups,Accommodation services,SG01RSC04B01GH2,2016Q4,0.0222715,1262.588
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2016Q4,0.0451909,2648.348
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2016Q4,0.0248240,2059.389
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2016Q4,0.0533884,3307.195
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2016Q4,0.0725638,4078.020
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2016Q4,0.0711120,4152.888
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2016Q4,0.0802644,4869.125
Industry groups,Administrative and support services,SG01RSC04B01MN2,2016Q4,0.0196427,1238.486
Industry groups,Local Government administration,SG01RSC04B01OO1,2016Q4,0.0048538,304.291
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2016Q4,0.0353222,2191.114
Industry groups,Education and training,SG01RSC04B01PP1,2016Q4,0.0439522,2357.181
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2016Q4,0.0586126,3503.428
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2016Q4,0.0132966,823.679
Industry groups,Other services,SG01RSC04B01RS2,2016Q4,0.0188046,1067.565
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q4,0.0868742,4453.307
Industry groups,Agriculture,SG01RSC04B01AA1,2017Q1,0.0409364,2396.174
Industry groups,Forestry and logging,SG01RSC04B01AA2,2017Q1,0.0062631,357.384
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2017Q1,0.0083013,496.000
Industry groups,Mining,SG01RSC04B01BB1,2017Q1,0.0091599,729.763
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2017Q1,0.0335851,1812.600
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2017Q1,0.0026918,147.057
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2017Q1,0.0079830,526.080
Industry groups,Printing,SG01RSC04B01CC4,2017Q1,0.0026391,147.706
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2017Q1,0.0189529,985.008
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2017Q1,0.0041972,270.765
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2017Q1,0.0110468,668.067
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2017Q1,0.0169412,1092.354
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2017Q1,0.0028686,177.471
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2017Q1,0.0290482,1694.651
Industry groups,Construction,SG01RSC04B01EE1,2017Q1,0.0617755,3642.076
Industry groups,Wholesale trade,SG01RSC04B01FF1,2017Q1,0.0473302,2992.243
Industry groups,Retail trade,SG01RSC04B01GH1,2017Q1,0.0453058,2856.137
Industry groups,Accommodation services,SG01RSC04B01GH2,2017Q1,0.0222715,1295.977
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2017Q1,0.0451909,2620.160
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2017Q1,0.0248240,2060.822
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2017Q1,0.0533884,3321.151
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2017Q1,0.0725638,4118.423
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2017Q1,0.0711120,4196.774
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2017Q1,0.0802644,4984.361
Industry groups,Administrative and support services,SG01RSC04B01MN2,2017Q1,0.0196427,1246.172
Industry groups,Local Government administration,SG01RSC04B01OO1,2017Q1,0.0048538,306.703
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2017Q1,0.0353222,2218.596
Industry groups,Education and training,SG01RSC04B01PP1,2017Q1,0.0439522,2359.514
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2017Q1,0.0586126,3538.978
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2017Q1,0.0132966,785.331
Industry groups,Other services,SG01RSC04B01RS2,2017Q1,0.0188046,1075.317
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q1,0.0868742,4514.854
Industry groups,Agriculture,SG01RSC04B01AA1,2017Q2,0.0433741,2199.700
Industry groups,Forestry and logging,SG01RSC04B01AA2,2017Q2,0.0072221,391.721
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2017Q2,0.0085506,514.504
Industry groups,Mining,SG01RSC04B01BB1,2017Q2,0.0097568,714.682
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2017Q2,0.0368855,2014.466
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2017Q2,0.0023262,143.516
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2017Q2,0.0078878,523.589
Industry groups,Printing,SG01RSC04B01CC4,2017Q2,0.0023237,144.176
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2017Q2,0.0184067,1003.930
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2017Q2,0.0040511,269.678
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2017Q2,0.0107240,667.158
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2017Q2,0.0167218,1057.520
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2017Q2,0.0026174,168.935
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2017Q2,0.0275298,1662.726
Industry groups,Construction,SG01RSC04B01EE1,2017Q2,0.0653862,3757.629
Industry groups,Wholesale trade,SG01RSC04B01FF1,2017Q2,0.0480767,3024.007
Industry groups,Retail trade,SG01RSC04B01GH1,2017Q2,0.0443589,2876.637
Industry groups,Accommodation services,SG01RSC04B01GH2,2017Q2,0.0218836,1342.001
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2017Q2,0.0444021,2680.787
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2017Q2,0.0229371,2066.295
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2017Q2,0.0559350,3378.070
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2017Q2,0.0706441,4105.332
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2017Q2,0.0714504,4280.257
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2017Q2,0.0804287,5010.106
Industry groups,Administrative and support services,SG01RSC04B01MN2,2017Q2,0.0197032,1277.049
Industry groups,Local Government administration,SG01RSC04B01OO1,2017Q2,0.0047585,309.332
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2017Q2,0.0349037,2264.092
Industry groups,Education and training,SG01RSC04B01PP1,2017Q2,0.0422207,2362.676
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2017Q2,0.0574696,3547.720
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2017Q2,0.0134393,789.585
